GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0017117	single-stranded DNA-dependent ATP-dependent DNA helicase complex	8	0	0.07	1.00000
GO:0017119	Golgi transport complex	10	0	0.08	1.00000
GO:0017133	mitochondrial electron transfer flavoprotein complex	1	0	0.01	1.00000
GO:0017146	NMDA selective glutamate receptor complex	15	0	0.13	1.00000
GO:0017177	glucosidase II complex	1	0	0.01	1.00000
GO:0019005	SCF ubiquitin ligase complex	32	0	0.27	1.00000
GO:0019008	molybdopterin synthase complex	3	0	0.03	1.00000
GO:0019013	viral nucleocapsid	4	0	0.03	1.00000
GO:0019028	viral capsid	11	0	0.09	1.00000
GO:0019031	viral envelope	2	0	0.02	1.00000
GO:0019773	proteasome core complex, alpha-subunit complex	9	0	0.08	1.00000
GO:0019907	cyclin-dependent protein kinase activating kinase holoenzyme complex	5	0	0.04	1.00000
GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	9	0	0.08	1.00000
GO:0019910	mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase complex	1	0	0.01	1.00000
GO:0020003	symbiont-containing vacuole	3	0	0.03	1.00000
GO:0022624	proteasome accessory complex	26	0	0.22	1.00000
GO:0022627	cytosolic small ribosomal subunit	19	0	0.16	1.00000
GO:0030008	TRAPP complex	2	0	0.02	1.00000
GO:0030014	CCR4-NOT complex	16	0	0.14	1.00000
GO:0030016	myofibril	140	0	1.18	1.00000
GO:0030017	sarcomere	121	0	1.02	1.00000
GO:0030018	Z disc	90	0	0.76	1.00000
GO:0030056	hemidesmosome	14	0	0.12	1.00000
GO:0030057	desmosome	4	0	0.03	1.00000
GO:0030061	mitochondrial crista	1	0	0.01	1.00000
GO:0030062	mitochondrial tricarboxylic acid cycle enzyme complex	5	0	0.04	1.00000
GO:0030112	glycocalyx	1	0	0.01	1.00000
GO:0030115	S-layer	8	0	0.07	1.00000
GO:0030117	membrane coat	79	0	0.67	1.00000
GO:0030118	clathrin coat	52	0	0.44	1.00000
GO:0030119	AP-type membrane coat adaptor complex	49	0	0.41	1.00000
GO:0030120	vesicle coat	27	0	0.23	1.00000
GO:0030121	AP-1 adaptor complex	5	0	0.04	1.00000
GO:0030122	AP-2 adaptor complex	6	0	0.05	1.00000
GO:0030123	AP-3 adaptor complex	5	0	0.04	1.00000
GO:0030125	clathrin vesicle coat	14	0	0.12	1.00000
GO:0030126	COPI vesicle coat	9	0	0.08	1.00000
GO:0030127	COPII vesicle coat	6	0	0.05	1.00000
GO:0030128	clathrin coat of endocytic vesicle	8	0	0.07	1.00000
GO:0030130	clathrin coat of trans-Golgi network vesicle	8	0	0.07	1.00000
GO:0030131	clathrin adaptor complex	38	0	0.32	1.00000
GO:0030132	clathrin coat of coated pit	8	0	0.07	1.00000
GO:0030134	COPII-coated ER to Golgi transport vesicle	26	0	0.22	1.00000
GO:0030135	coated vesicle	128	0	1.08	1.00000
GO:0030136	clathrin-coated vesicle	76	0	0.64	1.00000
GO:0030137	COPI-coated vesicle	15	0	0.13	1.00000
GO:0030140	trans-Golgi network transport vesicle	17	0	0.14	1.00000
GO:0030175	filopodium	58	0	0.49	1.00000
GO:0030286	dynein complex	97	0	0.82	1.00000
GO:0030288	outer membrane-bounded periplasmic space	2	0	0.02	1.00000
GO:0030289	protein phosphatase 4 complex	2	0	0.02	1.00000
GO:0030313	cell envelope	29	0	0.25	1.00000
GO:0030314	junctional membrane complex	1	0	0.01	1.00000
GO:0030426	growth cone	96	0	0.81	1.00000
GO:0030428	cell septum	3	0	0.03	1.00000
GO:0030430	host cell cytoplasm	23	0	0.19	1.00000
GO:0030478	actin cap	2	0	0.02	1.00000
GO:0030479	actin cortical patch	5	0	0.04	1.00000
GO:0030485	smooth muscle contractile fiber	3	0	0.03	1.00000
GO:0030532	small nuclear ribonucleoprotein complex	39	0	0.33	1.00000
GO:0030660	Golgi-associated vesicle membrane	28	0	0.24	1.00000
GO:0030662	coated vesicle membrane	61	0	0.52	1.00000
GO:0030663	COPI-coated vesicle membrane	10	0	0.08	1.00000
GO:0030665	clathrin-coated vesicle membrane	36	0	0.3	1.00000
GO:0030669	clathrin-coated endocytic vesicle membrane	15	0	0.13	1.00000
GO:0030673	axolemma	44	0	0.37	1.00000
GO:0030677	ribonuclease P complex	3	0	0.03	1.00000
GO:0030681	multimeric ribonuclease P complex	3	0	0.03	1.00000
GO:0030684	preribosome	30	0	0.25	1.00000
GO:0030686	90S preribosome	12	0	0.1	1.00000
GO:0030687	preribosome, large subunit precursor	12	0	0.1	1.00000
GO:0030688	preribosome, small subunit precursor	5	0	0.04	1.00000
GO:0030689	Noc complex	8	0	0.07	1.00000
GO:0030690	Noc1p-Noc2p complex	7	0	0.06	1.00000
GO:0030692	Noc4p-Nop14p complex	1	0	0.01	1.00000
GO:0030849	autosome	1	0	0.01	1.00000
GO:0030867	rough endoplasmic reticulum membrane	13	0	0.11	1.00000
GO:0030868	smooth endoplasmic reticulum membrane	3	0	0.03	1.00000
GO:0030870	Mre11 complex	3	0	0.03	1.00000
GO:0030874	nucleolar chromatin	2	0	0.02	1.00000
GO:0030877	beta-catenin destruction complex	5	0	0.04	1.00000
GO:0030880	RNA polymerase complex	91	0	0.77	1.00000
GO:0030891	VCB complex	5	0	0.04	1.00000
GO:0030893	meiotic cohesin complex	2	0	0.02	1.00000
GO:0030894	replisome	20	0	0.17	1.00000
GO:0030895	apolipoprotein B mRNA editing enzyme complex	2	0	0.02	1.00000
GO:0030896	checkpoint clamp complex	3	0	0.03	1.00000
GO:0030897	HOPS complex	16	0	0.14	1.00000
GO:0030904	retromer complex	9	0	0.08	1.00000
GO:0030915	Smc5-Smc6 complex	9	0	0.08	1.00000
GO:0030934	anchoring collagen complex	14	0	0.12	1.00000
GO:0030964	NADH dehydrogenase complex	23	0	0.19	1.00000
GO:0030981	cortical microtubule cytoskeleton	2	0	0.02	1.00000
GO:0030990	intraciliary transport particle	27	0	0.23	1.00000
GO:0030991	intraciliary transport particle A	16	0	0.14	1.00000
GO:0030992	intraciliary transport particle B	8	0	0.07	1.00000
GO:0031010	ISWI-type complex	8	0	0.07	1.00000
GO:0031011	Ino80 complex	19	0	0.16	1.00000
GO:0031021	interphase microtubule organizing center	1	0	0.01	1.00000
GO:0031045	dense core granule	11	0	0.09	1.00000
GO:0031074	nucleocytoplasmic transport complex	2	0	0.02	1.00000
GO:0031080	nuclear pore outer ring	16	0	0.14	1.00000
GO:0031084	BLOC-2 complex	5	0	0.04	1.00000
GO:0031085	BLOC-3 complex	2	0	0.02	1.00000
GO:0031088	platelet dense granule membrane	28	0	0.24	1.00000
GO:0031094	platelet dense tubular network	2	0	0.02	1.00000
GO:0031095	platelet dense tubular network membrane	2	0	0.02	1.00000
GO:0031105	septin complex	7	0	0.06	1.00000
GO:0031143	pseudopodium	5	0	0.04	1.00000
GO:0031164	contractile vacuolar membrane	1	0	0.01	1.00000
GO:0031205	endoplasmic reticulum Sec complex	1	0	0.01	1.00000
GO:0031211	endoplasmic reticulum palmitoyltransferase complex	3	0	0.03	1.00000
GO:0031213	RSF complex	1	0	0.01	1.00000
GO:0031232	extrinsic component of external side of plasma membrane	7	0	0.06	1.00000
GO:0031248	protein acetyltransferase complex	77	0	0.65	1.00000
GO:0031251	PAN complex	4	0	0.03	1.00000
GO:0031254	cell trailing edge	7	0	0.06	1.00000
GO:0031261	DNA replication preinitiation complex	1	0	0.01	1.00000
GO:0031262	Ndc80 complex	4	0	0.03	1.00000
GO:0031264	death-inducing signaling complex	7	0	0.06	1.00000
GO:0031265	CD95 death-inducing signaling complex	7	0	0.06	1.00000
GO:0031298	replication fork protection complex	1	0	0.01	1.00000
GO:0031312	extrinsic component of organelle membrane	16	0	0.14	1.00000
GO:0031313	extrinsic component of endosome membrane	3	0	0.03	1.00000
GO:0031314	extrinsic component of mitochondrial inner membrane	5	0	0.04	1.00000
GO:0031332	RNAi effector complex	12	0	0.1	1.00000
GO:0031371	ubiquitin conjugating enzyme complex	4	0	0.03	1.00000
GO:0031372	UBC13-MMS2 complex	1	0	0.01	1.00000
GO:0031414	N-terminal protein acetyltransferase complex	7	0	0.06	1.00000
GO:0031415	NatA complex	1	0	0.01	1.00000
GO:0031417	NatC complex	6	0	0.05	1.00000
GO:0031422	RecQ family helicase-topoisomerase III complex	7	0	0.06	1.00000
GO:0031428	box C/D RNP complex	2	0	0.02	1.00000
GO:0031429	box H/ACA snoRNP complex	2	0	0.02	1.00000
GO:0031430	M band	36	0	0.3	1.00000
GO:0031436	BRCA1-BARD1 complex	2	0	0.02	1.00000
GO:0031461	cullin-RING ubiquitin ligase complex	133	0	1.13	1.00000
GO:0031462	Cul2-RING ubiquitin ligase complex	6	0	0.05	1.00000
GO:0031463	Cul3-RING ubiquitin ligase complex	39	0	0.33	1.00000
GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	10	0	0.08	1.00000
GO:0031465	Cul4B-RING E3 ubiquitin ligase complex	4	0	0.03	1.00000
GO:0031466	Cul5-RING ubiquitin ligase complex	7	0	0.06	1.00000
GO:0031467	Cul7-RING ubiquitin ligase complex	2	0	0.02	1.00000
GO:0031475	myosin V complex	6	0	0.05	1.00000
GO:0031476	myosin VI complex	6	0	0.05	1.00000
GO:0031477	myosin VII complex	10	0	0.08	1.00000
GO:0031499	TRAMP complex	2	0	0.02	1.00000
GO:0031501	mannosyltransferase complex	2	0	0.02	1.00000
GO:0031510	SUMO activating enzyme complex	2	0	0.02	1.00000
GO:0031514	motile cilium	63	0	0.53	1.00000
GO:0031515	tRNA (m1A) methyltransferase complex	2	0	0.02	1.00000
GO:0031519	PcG protein complex	45	0	0.38	1.00000
GO:0031521	spitzenkorper	1	0	0.01	1.00000
GO:0031523	Myb complex	6	0	0.05	1.00000
GO:0031526	brush border membrane	57	0	0.48	1.00000
GO:0031527	filopodium membrane	10	0	0.08	1.00000
GO:0031588	nucleotide-activated protein kinase complex	11	0	0.09	1.00000
GO:0031592	centrosomal corona	1	0	0.01	1.00000
GO:0031594	neuromuscular junction	39	0	0.33	1.00000
GO:0031595	nuclear proteasome complex	2	0	0.02	1.00000
GO:0031597	cytosolic proteasome complex	2	0	0.02	1.00000
GO:0031616	spindle pole centrosome	3	0	0.03	1.00000
GO:0031672	A band	46	0	0.39	1.00000
GO:0031673	H zone	4	0	0.03	1.00000
GO:0031674	I band	98	0	0.83	1.00000
GO:0031903	microbody membrane	42	0	0.36	1.00000
GO:0031907	microbody lumen	20	0	0.17	1.00000
GO:0031931	TORC1 complex	9	0	0.08	1.00000
GO:0031932	TORC2 complex	11	0	0.09	1.00000
GO:0031941	filamentous actin	29	0	0.25	1.00000
GO:0031969	chloroplast membrane	2	0	0.02	1.00000
GO:0031976	plastid thylakoid	5	0	0.04	1.00000
GO:0031985	Golgi cisterna	101	0	0.85	1.00000
GO:0032009	early phagosome	5	0	0.04	1.00000
GO:0032010	phagolysosome	1	0	0.01	1.00000
GO:0032021	NELF complex	4	0	0.03	1.00000
GO:0032039	integrator complex	15	0	0.13	1.00000
GO:0032040	small-subunit processome	16	0	0.14	1.00000
GO:0032044	DSIF complex	2	0	0.02	1.00000
GO:0032045	guanyl-nucleotide exchange factor complex	7	0	0.06	1.00000
GO:0032059	bleb	3	0	0.03	1.00000
GO:0032116	SMC loading complex	2	0	0.02	1.00000
GO:0032133	chromosome passenger complex	2	0	0.02	1.00000
GO:0032144	4-aminobutyrate transaminase complex	2	0	0.02	1.00000
GO:0032156	septin cytoskeleton	7	0	0.06	1.00000
GO:0032279	asymmetric synapse	124	0	1.05	1.00000
GO:0032281	AMPA glutamate receptor complex	10	0	0.08	1.00000
GO:0032299	ribonuclease H2 complex	3	0	0.03	1.00000
GO:0032300	mismatch repair complex	20	0	0.17	1.00000
GO:0032301	MutSalpha complex	4	0	0.03	1.00000
GO:0032302	MutSbeta complex	4	0	0.03	1.00000
GO:0032389	MutLalpha complex	12	0	0.1	1.00000
GO:0032391	photoreceptor connecting cilium	29	0	0.25	1.00000
GO:0032420	stereocilium	58	0	0.49	1.00000
GO:0032421	stereocilium bundle	77	0	0.65	1.00000
GO:0032426	stereocilium tip	11	0	0.09	1.00000
GO:0032432	actin filament bundle	21	0	0.18	1.00000
GO:0032433	filopodium tip	5	0	0.04	1.00000
